year,month,unit,name,cause,acres,county,longitude,latitude
1951,9,Monterey - San Benito CAL FIRE,LA GLORIA,14 - Unknown / Unidentified,4228.65625,Monterey County,-121.2872720762586,36.490943763315464
1951,7,Monterey - San Benito CAL FIRE,KENT CANYON,14 - Unknown / Unidentified,6753.5498046875,Monterey County,-121.22171165665189,36.08604847106043
1951,9,Plumas National Forest,MILK RANCH,9 - Miscellaneous,21978.765625,Plumas County,-121.33823924459075,39.881498417697784
1951,7,Monterey - San Benito CAL FIRE,ESPINOSA CANYON #2,14 - Unknown / Unidentified,1624.1796875,Monterey County,-121.08504961987782,36.00122710524713
1951,9,Monterey - San Benito CAL FIRE,CACHAGUA,14 - Unknown / Unidentified,388.3856506347656,Monterey County,-121.5898605236163,36.397391056016396
1951,7,Fresno-Kings CAL FIRE,SYCAMORE,14 - Unknown / Unidentified,7387.27587890625,Fresno County,-119.27639077393913,36.929569374416474
1951,7,Humboldt - Del Norte CAL FIRE,G.L. SPEIER,14 - Unknown / Unidentified,1190.4388427734375,Humboldt County,-123.92100117751524,41.201746811064936
1951,7,Tuolumne - Calaveras CAL FIRE,BURSON,14 - Unknown / Unidentified,2627.9091796875,Calaveras County,-120.85964155096815,38.17427937587009
1951,8,Sonoma - Lake - Napa CAL FIRE,LANG,14 - Unknown / Unidentified,1202.032958984375,Colusa County,-122.40130126867595,39.17889485272415
1951,7,Nevada - Yuba - Placer CAL FIRE,WIZWELL,14 - Unknown / Unidentified,1049.7962646484377,Placer County,-121.3374668906735,38.996157639937046
1951,6,San Luis Obispo CAL FIRE,GODFREY GRADE,14 - Unknown / Unidentified,738.021728515625,San Luis Obispo County,-120.81419254698505,35.706643745186604
1951,8,San Luis Obispo CAL FIRE,ROCKY CANYON,14 - Unknown / Unidentified,577.9993896484375,San Luis Obispo County,-120.60333442208821,35.474838718110384
1951,8,San Luis Obispo CAL FIRE,WILLIAMS,14 - Unknown / Unidentified,1104.58154296875,San Luis Obispo County,-120.91635457289736,35.76456092379282
1951,9,Sonoma - Lake - Napa CAL FIRE,TROUT CREEK,14 - Unknown / Unidentified,351.2611083984375,Lake County,-122.4544454190793,38.941745297208186
1951,9,Sonoma - Lake - Napa CAL FIRE,BOARDMAN RIDGE,9 - Miscellaneous,6675.73193359375,Lake County,-122.91696215160341,39.50463980788393
1951,8,Tehama - Glenn CAL FIRE,RAGLIN RIDGE,1 - Lightning,1132.7200927734375,Tehama County,-122.68294177411998,40.00809913293809
1951,8,Madera - Mariposa CAL FIRE,LA PALOMA,14 - Unknown / Unidentified,532.1682739257811,Merced County,-120.3065500135176,37.370559992241866
1951,7,Madera - Mariposa CAL FIRE,JASPER POINT,14 - Unknown / Unidentified,724.5856323242188,Mariposa County,-120.2476077161194,37.65013473455416
1951,7,Lassen - Modoc CAL FIRE,GALLATIN,9 - Miscellaneous,754.2838134765625,Lassen County,-120.73875159242355,40.56413529245104
1951,9,Amador - El Dorado CAL FIRE,JAMESON,14 - Unknown / Unidentified,535.90673828125,El Dorado County,-120.79169259488675,38.57423567455221
1951,9,Mendocino CAL FIRE,JACKSON ST.FOREST #6,14 - Unknown / Unidentified,321.52069091796875,Mendocino County,-123.54723887201466,39.336404608173545
1951,7,Humboldt - Del Norte CAL FIRE,J.BUXTON,14 - Unknown / Unidentified,378.84478759765625,Humboldt County,-123.789387354263,40.191909767011865
1951,9,Santa Clara CAL FIRE,ISABEL VALLEY RANCH,14 - Unknown / Unidentified,802.44970703125,Santa Clara County,-121.73682870934292,37.322929870358465
1951,7,Los Padres National Forest,BUCKMAN,9 - Miscellaneous,4298.734375,San Luis Obispo County,-120.50881947689692,35.37688693009614
1951,6,Los Angeles County,SCOTTY NO. 110,14 - Unknown / Unidentified,156.18092346191406,Los Angeles County,-118.62837022309857,34.24474107255649
1951,6,Los Angeles County,STRAWBERRY NO. 32,14 - Unknown / Unidentified,63.99962997436523,Los Angeles County,-118.33744646823784,33.777067711094595
1951,7,Sonoma - Lake - Napa CAL FIRE,INDIAN BEACH,14 - Unknown / Unidentified,404.5057067871094,Lake County,-122.72374385988195,39.0307537377849
1951,4,Nevada - Yuba - Placer CAL FIRE,HINTON MINE,14 - Unknown / Unidentified,344.6129150390625,Yuba County,-121.21212613863837,39.42286320821643
1951,9,Sonoma - Lake - Napa CAL FIRE,GEO. SNYDER,14 - Unknown / Unidentified,629.0551147460938,Lake County,-122.4954390626565,38.71033962413603
1951,9,Tehama - Glenn CAL FIRE,GLENN COUNTY,14 - Unknown / Unidentified,570.637451171875,Glenn County,-121.91862613835636,39.40853568381139
1951,8,Nevada - Yuba - Placer CAL FIRE,HALSEY,14 - Unknown / Unidentified,480.6308288574219,Placer County,-121.05307662296195,38.96412077642879
1951,8,San Luis Obispo CAL FIRE,BETHEL,9 - Miscellaneous,18253.5703125,San Luis Obispo County,-120.33270580369927,35.37151878178843
1952,7,San Diego CAL FIRE,DEHESA,14 - Unknown / Unidentified,351.06842041015625,San Diego County,-116.87560084612817,32.7945184497918
1952,10,San Diego CAL FIRE,FOX,14 - Unknown / Unidentified,692.002197265625,San Diego County,-116.97639855278672,33.11900350918246
1952,9,San Diego CAL FIRE,LAS FLORES SCHOOL,14 - Unknown / Unidentified,157.35231018066406,San Diego County,-116.80847078053522,32.72179681164525
1952,8,Monterey - San Benito CAL FIRE,SHIRTTAIL CANYON,14 - Unknown / Unidentified,658.3723754882812,Monterey County,-121.23840406963102,36.439642287982494
1952,8,Fresno-Kings CAL FIRE,FREEMAN,14 - Unknown / Unidentified,136.06953430175778,Fresno County,-120.59568189541024,36.62422142406858
1952,7,Fresno-Kings CAL FIRE,MURIETTA,14 - Unknown / Unidentified,327.77154541015625,Fresno County,-120.60720759818359,36.25012310490681
1952,7,Riverside CAL FIRE,PAUBA,14 - Unknown / Unidentified,475.94659423828125,Riverside County,-117.01857583542468,33.502193261910556
1952,8,Riverside CAL FIRE,SANTA ROSA,14 - Unknown / Unidentified,171.98468017578125,Riverside County,-117.3382580375438,33.54942673229379
1952,9,Ventura County,WARRING CANYON,14 - Unknown / Unidentified,2382.571533203125,Ventura County,-118.80584095403977,34.43143283293712
1952,8,Ventura County,SUSANA KNOLLS,14 - Unknown / Unidentified,1254.5972900390625,Ventura County,-118.65326484904726,34.24873759365738
1952,6,Sequoia - Kings Canyon NP,SUGARLOAF,1 - Lightning,38.03984451293945,Tulare County,-118.65995240775078,36.730672141452864
1952,8,San Bernardino CAL FIRE,EAST,14 - Unknown / Unidentified,546.0084228515625,San Bernardino County,-117.50532457454624,34.1562386469911
1952,9,San Luis Obispo CAL FIRE,BONNHEIM #2,14 - Unknown / Unidentified,515.0735473632811,San Luis Obispo County,-120.88401866786836,35.70937745233133
1952,10,Monterey - San Benito CAL FIRE,MELENDY,14 - Unknown / Unidentified,4484.63330078125,San Benito County,-121.2526063961383,36.57603575985485
1952,8,San Luis Obispo CAL FIRE,HEILMAN,14 - Unknown / Unidentified,463.4967346191406,San Luis Obispo County,-120.54734462837857,35.481822188823855
1952,9,Tuolumne - Calaveras CAL FIRE,CALAVERITAS,14 - Unknown / Unidentified,1259.134033203125,Calaveras County,-120.61110928096242,38.16861908427518
1952,9,Mendocino CAL FIRE,BUSH CREEK,14 - Unknown / Unidentified,338.40460205078125,Mendocino County,-123.16244808343184,39.35145091803413
1952,9,Mendocino CAL FIRE,PUBLIC DOMAIN #3,14 - Unknown / Unidentified,3574.259765625,Mendocino County,-123.5435472760483,39.96513652645356
1952,9,Humboldt - Del Norte CAL FIRE,BEAR RIVER LUMBER CO,14 - Unknown / Unidentified,495.1007385253906,Humboldt County,-124.05549298793748,40.37695098048071
1952,5,San Luis Obispo CAL FIRE,HOUCHIN,14 - Unknown / Unidentified,421.6972351074219,San Luis Obispo County,-120.39632012108795,35.197262296956595
1952,10,Monterey - San Benito CAL FIRE,JOSHUA CREEK,14 - Unknown / Unidentified,2617.7626953125,Monterey County,-121.85152301051849,36.43079717731155
1952,7,San Luis Obispo CAL FIRE,BONNHEIM,14 - Unknown / Unidentified,402.4551696777344,San Luis Obispo County,-120.86790379774006,35.61373919159588
1952,8,Monterey - San Benito CAL FIRE,LA MANCCHIA,14 - Unknown / Unidentified,1324.02783203125,Monterey County,-121.31209015513019,36.51838326673053
1952,10,Stanislaus National Forest,MORGAN ,9 - Miscellaneous,19.753976821899414,Tuolumne County,-120.24279141554008,38.084538529604544
1952,9,Sonoma - Lake - Napa CAL FIRE,PETROLEUM CREEK,14 - Unknown / Unidentified,1755.261962890625,Yolo County,-122.01564731262668,38.85402229659609
1952,9,Humboldt - Del Norte CAL FIRE,L. SIBLEY,14 - Unknown / Unidentified,1183.538818359375,Humboldt County,-123.9101323910454,40.6613150870251
1952,9,Humboldt - Del Norte CAL FIRE,L.M. SHAW,14 - Unknown / Unidentified,390.92767333984375,Humboldt County,-123.87371471874664,40.6847246166662
1952,9,Sonoma - Lake - Napa CAL FIRE,LAKE MARIE,14 - Unknown / Unidentified,297.5684814453125,Napa County,-122.22305414903508,38.26429241630654
1952,9,Stanislaus National Forest,DEER FLAT,3 - Smoking,18.19436454772949,Mariposa County,-119.93786088439079,37.748608125152174
1952,10,Amador - El Dorado CAL FIRE,LONG ESCAPE,14 - Unknown / Unidentified,563.5526123046875,El Dorado County,-120.93728144744698,38.89057615820664
1952,11,Sonoma CDF (old),MAZZINI,14 - Unknown / Unidentified,333.5365905761719,Sonoma County,-123.05310307052211,38.82744634733372
1952,9,Klamath National Forest,CINNNABAR MINE,3 - Smoking,19.746971130371094,Siskiyou County,-122.88297451159453,41.963961795167535
1952,9,Mendocino CAL FIRE,MEYER,14 - Unknown / Unidentified,441.9702453613281,Mendocino County,-123.07085752622079,39.22922746560275
1952,8,Sonoma - Lake - Napa CAL FIRE,MIRABEL SPRINGS,14 - Unknown / Unidentified,731.3815307617188,Lake County,-122.592098066586,38.71587683227343
1952,4,Tuolumne - Calaveras CAL FIRE,KLEIN SMID,5 - Debris,618.1538696289062,Tuolumne County,-119.94085489363256,37.90277162935515
1952,8,Stanislaus National Forest,ASSOCIATED ,2 - Equipment Use,21.931827545166016,Calaveras County,-120.24727186587187,38.3973591401269
1952,8,Santa Clara CAL FIRE,MITCHELL,14 - Unknown / Unidentified,1115.31005859375,San Joaquin County,-121.52162129551157,37.615825326691244
1952,9,Tuolumne - Calaveras CAL FIRE,MURRAY CREEK,14 - Unknown / Unidentified,906.956298828125,Calaveras County,-120.59694030515472,38.20211125173169
1952,8,Sonoma - Lake - Napa CAL FIRE,N. BROOKINS,14 - Unknown / Unidentified,443.6099853515625,Lake County,-122.53668047478708,38.86115799948849
1952,9,Santa Clara CAL FIRE,NAVY BOMBING #5 ADOBE,14 - Unknown / Unidentified,1176.2437744140625,Stanislaus County,-121.34454785741163,37.374836415901896
1952,9,Klamath National Forest,MILL CREEK,9 - Miscellaneous,86.21968841552734,Siskiyou County,-122.995574673575,41.745995434801564
1952,9,Sonoma - Lake - Napa CAL FIRE,PUBLIC DOMAIN #3,14 - Unknown / Unidentified,436.6185607910156,Napa County,-122.31483859600466,38.79553676518992
1952,8,Mendocino National Forest,WILDER,5 - Debris,441.4566345214844,Tehama County,-122.61931062541832,39.819471581442535
1952,9,Mendocino CAL FIRE,ORR'S CREEK,14 - Unknown / Unidentified,672.4490356445312,Mendocino County,-123.25188606192822,39.158463442595846
1952,6,Tuolumne - Calaveras CAL FIRE,ORISTIMBA,14 - Unknown / Unidentified,1037.24658203125,Stanislaus County,-121.25976387046292,37.32450916561547
1952,9,Stanislaus National Forest,LAVERONI ,2 - Equipment Use,383.7737121582031,Mariposa County,-120.15297876885391,37.78188010871077
1952,10,Sonoma - Lake - Napa CAL FIRE,OAT HILL MINE,14 - Unknown / Unidentified,2666.577392578125,Lake County,-122.53416488111851,38.67564804192993
1952,9,Humboldt - Del Norte CAL FIRE,O. WHITLOW,14 - Unknown / Unidentified,611.7356567382812,Humboldt County,-123.81053434627168,40.35604693387326
1952,7,San Bernardino National Forest,SO. FORK,14 - Unknown / Unidentified,5178.11083984375,San Bernardino County,-116.79577135976473,34.189037400693
1952,8,San Diego CAL FIRE,CARVE ACRE,9 - Miscellaneous,1221.403564453125,San Diego County,-116.72235502229404,32.71622190029956
1952,9,Sequoia - Kings Canyon NP,MINERAL K,1 - Lightning,42.04483413696289,Tulare County,-118.62449033267023,36.45952733874256
1952,9,Sequoia - Kings Canyon NP,HOMERS NO,1 - Lightning,22.24416923522949,Tulare County,-118.74333041857065,36.3821183878097
1952,8,Sonoma - Lake - Napa CAL FIRE,JACKSON,14 - Unknown / Unidentified,265.50259399414057,Colusa County,-122.31353155115916,38.98680506927107
1952,7,Tuolumne - Calaveras CAL FIRE,JACOBS #3,14 - Unknown / Unidentified,430.525634765625,Tuolumne County,-120.34956752611087,37.94289172869547
1952,9,Tuolumne - Calaveras CAL FIRE,JENNY LIND,14 - Unknown / Unidentified,928.2499389648438,Calaveras County,-120.91189761235172,38.12372459025677
1952,8,Amador - El Dorado CAL FIRE,KELSEY,14 - Unknown / Unidentified,417.3917236328125,El Dorado County,-120.83094853918864,38.81269051453065
1952,9,Sonoma - Lake - Napa CAL FIRE,L. GAMBLE,14 - Unknown / Unidentified,376.21466064453125,Napa County,-122.28105865199294,38.77515960771306
1952,9,Plumas National Forest,HAY,9 - Miscellaneous,400.81103515625,Plumas County,-120.13919180028972,39.86117305942845
1952,8,Tehama - Glenn CAL FIRE,SCHNEIDER,14 - Unknown / Unidentified,1459.2646484375,Tehama County,-122.7303744455876,40.29687076060896
1952,6,Nevada - Yuba - Placer CAL FIRE,CAMP BEALE #2,14 - Unknown / Unidentified,799.84326171875,Yuba County,-121.34293666101208,39.17783213662253
1952,8,San Bernardino National Forest,SAN MANUEL,14 - Unknown / Unidentified,298.48748779296875,San Bernardino County,-117.21313074747864,34.162406364508875
1952,8,Sonoma - Lake - Napa CAL FIRE,CHARLES REID,14 - Unknown / Unidentified,395.33251953125,Lake County,-122.64518140322784,38.98191396546286
1952,9,Mendocino CAL FIRE,G. GREENFIELD,14 - Unknown / Unidentified,581.9218139648438,Mendocino County,-123.31786689597692,39.23600824072964
1952,7,Santa Clara CAL FIRE,FULQUEENY GRASS,14 - Unknown / Unidentified,494.3702087402344,Alameda County,-121.56465118204143,37.702194906819614
1952,8,Amador - El Dorado CAL FIRE,DRESSLER,14 - Unknown / Unidentified,1555.2408447265625,El Dorado County,-120.86340755426157,38.55396196352834
1952,8,Tuolumne - Calaveras CAL FIRE,INDIAN CREEK,14 - Unknown / Unidentified,579.8486938476562,Calaveras County,-120.4873833554313,38.17809297637249
1952,9,Humboldt - Del Norte CAL FIRE,HUNTINGTON,14 - Unknown / Unidentified,438.0161437988281,Humboldt County,-124.07468159227336,40.209779318804216
1952,7,Tuolumne - Calaveras CAL FIRE,HIGHWAY 49 #5,14 - Unknown / Unidentified,1117.0614013671877,Calaveras County,-120.5751234462554,38.100370061896854
1952,9,Sonoma - Lake - Napa CAL FIRE,DORN STATE PARK,14 - Unknown / Unidentified,348.1239318847656,Lake County,-122.80973355824688,39.00316584666764
1952,8,Tuolumne - Calaveras CAL FIRE,DOG TOWN,14 - Unknown / Unidentified,2300.773681640625,Calaveras County,-120.54240811467658,38.12241836104108
1952,9,Nevada - Yuba - Placer CAL FIRE,DENIZ,14 - Unknown / Unidentified,297.9391784667969,Nevada County,-121.13225752428521,39.04342728001859
1952,8,Mendocino CAL FIRE,D.L. MACFARLANE #2,14 - Unknown / Unidentified,879.0738525390625,Mendocino County,-123.0316071550358,38.99571982088625
1952,10,Humboldt - Del Norte CAL FIRE,CUNNINGHAM & QUIGLEY,14 - Unknown / Unidentified,701.2927856445312,Humboldt County,-124.00192524110264,40.28400381769868
1952,6,Madera - Mariposa CAL FIRE,STRATHEARN,14 - Unknown / Unidentified,1504.2506103515625,Madera County,-120.35825614236056,36.94399397218911
1952,7,Madera - Mariposa CAL FIRE,GRANT,14 - Unknown / Unidentified,424.4701232910156,Merced County,-120.97990695324631,36.89863542840121
1952,7,Tulare CAL FIRE,FRAZIER VALLEY,14 - Unknown / Unidentified,416.0143432617188,Tulare County,-118.98624018079715,36.15613399759181
1952,9,Madera - Mariposa CAL FIRE,CATHAY VALLEY MT.,14 - Unknown / Unidentified,808.4390258789062,Mariposa County,-120.07379855072908,37.47173991144884
1952,8,Madera - Mariposa CAL FIRE,ARBURUA #3,14 - Unknown / Unidentified,557.1484375,Merced County,-121.02059590600956,36.87677356595224
1952,8,Sonoma - Lake - Napa CAL FIRE,ZUMWALT,14 - Unknown / Unidentified,1251.77783203125,Colusa County,-122.25581707487595,38.954274369857814
1952,11,San Diego CAL FIRE,INDIAN POTRERO,14 - Unknown / Unidentified,5604.794921875,San Diego County,-117.46192989128448,33.496507858929995
1952,9,Mendocino CAL FIRE,WILSON AND BENKERT,14 - Unknown / Unidentified,402.5591430664063,Mendocino County,-123.54861403332495,39.873750174935815
1952,10,Mendocino CAL FIRE,WELCH AND WELCH,14 - Unknown / Unidentified,731.5205078125,Mendocino County,-123.37468785161734,39.37394373970059
1952,9,Sonoma - Lake - Napa CAL FIRE,W.H. JONES,14 - Unknown / Unidentified,454.331298828125,Colusa County,-122.44488827986574,39.184271132294114
1952,6,Sonoma - Lake - Napa CAL FIRE,GABBERT,14 - Unknown / Unidentified,1390.4283447265625,Colusa County,-122.30099230171436,39.362715221010454
1952,9,Mendocino CAL FIRE,GRIST CREEK,14 - Unknown / Unidentified,732.723876953125,Mendocino County,-123.29833144752688,39.782237969417814
1952,7,Tuolumne - Calaveras CAL FIRE,GUTTINGER,14 - Unknown / Unidentified,599.0563354492188,Calaveras County,-120.66037806502676,38.158514391902884
1952,9,Sonoma - Lake - Napa CAL FIRE,H.C. KIMBALL,14 - Unknown / Unidentified,213.87619018554688,Lake County,-122.96683294595933,38.95171148086549
1952,8,Sonoma - Lake - Napa CAL FIRE,DX HUNTING CLUB,14 - Unknown / Unidentified,3450.07177734375,Lake County,-122.78367495402209,38.826874381492864
1952,7,Mendocino CAL FIRE,COUNTY DUMP #2,14 - Unknown / Unidentified,938.6402587890624,Mendocino County,-123.18977082938407,39.23841798883987
1952,8,Shasta - Trinity CAL FIRE,COLEMAN FORBAY,14 - Unknown / Unidentified,537.9874267578125,Shasta County,-122.1029866977018,40.40941618720828
1952,8,Humboldt - Del Norte CAL FIRE,COAST REDWOOD,14 - Unknown / Unidentified,2550.325927734375,Humboldt County,-123.9809774021002,41.40547643379653
1952,9,Sonoma - Lake - Napa CAL FIRE,CLIFF MEAGHER,14 - Unknown / Unidentified,509.6318359375,Napa County,-122.14970983287493,38.4786660892632
1952,9,Mendocino CAL FIRE,MAHER,14 - Unknown / Unidentified,218.98306274414062,Mendocino County,-123.50542502359929,39.44479112897501
1952,8,Los Angeles County,BLUEGUM CYN,14 - Unknown / Unidentified,7.6991963386535645,Los Angeles County,-118.27443415295645,34.25742740015686
1952,8,Los Angeles County,BAIRD FIRE,14 - Unknown / Unidentified,137.92019653320312,Los Angeles County,-117.95048652221477,34.154196742839204
1952,8,Los Angeles County,MT. HOLLYWOOD DR.,14 - Unknown / Unidentified,6.6352858543396,Los Angeles County,-118.30833934277612,34.1515059068138
1952,9,Humboldt - Del Norte CAL FIRE,TOOBY BROTHERS #2,14 - Unknown / Unidentified,642.9066772460938,Humboldt County,-123.73154815010591,40.07712901249925
1952,6,Los Angeles County,ARCADIA,14 - Unknown / Unidentified,10.100610733032227,Los Angeles County,-118.0245635647482,34.15518621711819
1952,7,Los Angeles County,ENGINE 75-5 FIRE,14 - Unknown / Unidentified,16.620508193969727,Los Angeles County,-118.60440071241152,34.272328272440326
1952,7,Los Angeles County,CAHUENGA PASS,14 - Unknown / Unidentified,8.812559127807617,Los Angeles County,-118.33441290811771,34.1165598191934
1952,7,Los Angeles County,FOREST-LAWN,14 - Unknown / Unidentified,90.2840805053711,Los Angeles County,-118.33188745028292,34.14340850367029
1952,8,Los Angeles County,TOPANGA-MULLHOLLAND,14 - Unknown / Unidentified,82.19947052001953,Los Angeles County,-118.61428844449829,34.15442446346941
1952,10,Mendocino CAL FIRE,S. H. FOLSOM,14 - Unknown / Unidentified,128.47898864746094,Mendocino County,-123.20004455552927,39.47290009026629
1952,9,Mendocino CAL FIRE,PIPER,14 - Unknown / Unidentified,2072.13916015625,Mendocino County,-123.54020968284054,39.007337701248346
1952,8,Angeles National Forest,SPINKS,14 - Unknown / Unidentified,179.43418884277344,Los Angeles County,-117.94949958500841,34.15642409749858
1952,7,Sonoma - Lake - Napa CAL FIRE,HIGHLAND SPRINGS GUN,14 - Unknown / Unidentified,361.10003662109375,Lake County,-122.9117076916702,38.94244723698176
1952,9,Sonoma CDF (old),HEDGPETH,14 - Unknown / Unidentified,675.8386840820312,Sonoma County,-123.18973888051964,38.6120669596799
1952,6,Los Angeles County,NEWHALL FIRE NO. 51,14 - Unknown / Unidentified,105.26834106445312,Los Angeles County,-118.5156084485142,34.377425828760764
1952,10,Tuolumne - Calaveras CAL FIRE,SWISS,14 - Unknown / Unidentified,1360.5140380859375,Calaveras County,-120.43690795198911,38.302723809165386
1952,5,Madera - Mariposa CAL FIRE,EAST BASALT,14 - Unknown / Unidentified,479.9114685058594,Merced County,-121.0307073618833,37.02127789801187
1952,8,Santa Clara CAL FIRE,SHANTI ASHRAMA,14 - Unknown / Unidentified,5458.453125,Santa Clara County,-121.45089500196858,37.27820771279564
1952,8,Tehama - Glenn CAL FIRE,DIGGER CREEK,14 - Unknown / Unidentified,294.03729248046875,Tehama County,-122.62716379596188,39.88875550903608
1952,10,Mendocino CAL FIRE,PIPER ESCAPE #2,14 - Unknown / Unidentified,247.7700500488281,Mendocino County,-123.60552747220824,38.99576972342547
1952,7,Tuolumne - Calaveras CAL FIRE,SIERRA RAILROAD NO.2,14 - Unknown / Unidentified,429.6472473144531,Tuolumne County,-120.5168179661522,37.74939043944054
1952,6,Modoc National Forest,SHEEP CAMP,1 - Lightning,794.4691162109375,Siskiyou County,-121.60776802953535,41.797815603246995
1952,5,Six Rivers National Forest,OLSON-ROSS,2 - Equipment Use,54.76156616210938,Del Norte County,-124.01556515248272,41.93970954133264
1952,8,Six Rivers National Forest,ALDER,3 - Smoking,6.970427989959718,Humboldt County,-123.5620593143516,41.29455592967236
1952,9,Six Rivers National Forest,NEW RIVER,9 - Miscellaneous,41.82313919067383,Trinity County,-123.477914913651,40.84764226929555
1952,6,Six Rivers National Forest,WINDY,9 - Miscellaneous,93.07940673828124,Del Norte County,-123.86661864063265,41.89497709331131
1952,11,Six Rivers National Forest,CAPTIAL,2 - Equipment Use,54.62579727172852,Humboldt County,-123.58932179023209,40.301816897950026
1952,4,Klamath National Forest,DAVIS,5 - Debris,23.1390438079834,Siskiyou County,-123.46131200743498,41.668487564178
1952,7,Klamath National Forest,TIMBER GULCH,1 - Lightning,12.720788955688475,Siskiyou County,-123.14703906224995,41.1234142086531
1952,9,Mendocino CAL FIRE,ROUX,14 - Unknown / Unidentified,283.5223388671875,Mendocino County,-123.52578692186029,39.144367683622335
1952,11,Mendocino CAL FIRE,ROADSIDE #41,14 - Unknown / Unidentified,174.74876403808594,Mendocino County,-123.39692363603753,38.897403243443065
1952,7,Mendocino CAL FIRE,FLY,14 - Unknown / Unidentified,46.9015998840332,Mendocino County,-123.24607953814414,38.84631508983043
1952,7,Klamath National Forest,SAINT CLAIR #2,1 - Lightning,8.304451942443848,Siskiyou County,-123.16594017052384,41.0968088695719
1952,7,Tuolumne - Calaveras CAL FIRE,ROLLERI #2,14 - Unknown / Unidentified,507.5611877441406,Calaveras County,-120.51244376074749,38.09021939696592
1952,8,Tuolumne - Calaveras CAL FIRE,ROLLERI #4,14 - Unknown / Unidentified,317.2857971191406,Calaveras County,-120.51268620451704,38.050569043208725
1952,9,Mendocino CAL FIRE,LYNCH,14 - Unknown / Unidentified,2814.489013671875,Mendocino County,-123.69369072188955,39.898546953194256
1952,10,Humboldt - Del Norte CAL FIRE,S. KREPS,14 - Unknown / Unidentified,1604.5361328125,Humboldt County,-124.05544631712758,40.1927681431996
1952,7,Tehama - Glenn CAL FIRE,SEVIER,14 - Unknown / Unidentified,4877.2685546875,Glenn County,-122.43868479580877,39.62923236215619
1952,10,Sonoma - Lake - Napa CAL FIRE,SARATOGA SPRINGS #3,14 - Unknown / Unidentified,1545.302978515625,Lake County,-122.99514763277084,39.173246878459956
1952,10,Santa Clara CAL FIRE,SAUNDERS,14 - Unknown / Unidentified,7219.2197265625,Santa Clara County,-121.50182941363438,37.34612686024967
1953,9,Stanislaus National Forest,HAYWARD  CREEK ,1 - Lightning,30.51072883605957,Calaveras County,-120.25642661307688,38.333693985941494
1953,8,Sequoia - Kings Canyon NP,HOTEL CR,1 - Lightning,14.459614753723145,Fresno County,-118.65162986505587,36.81993435950568
1953,7,Sequoia - Kings Canyon NP,TOMBSTONE,1 - Lightning,403.4913024902344,Fresno County,-118.827464743678,36.89072476584465
1953,6,Sequoia - Kings Canyon NP,KETTLE DO,1 - Lightning,22.91135406494141,Fresno County,-118.78544862199881,36.9329171709161
1953,5,Los Angeles County,FERNDELL FIRE,14 - Unknown / Unidentified,4.209498405456543,Los Angeles County,-118.30574742220442,34.11352080328792
1953,2,Los Angeles County,HOLLYRIDGE CYN DR,14 - Unknown / Unidentified,10.125340461730957,Los Angeles County,-118.31728803018423,34.12341507109556
1953,8,Stanislaus National Forest,SHOVEL GRAVE,1 - Lightning,10.648469924926758,Calaveras County,-120.19875257106224,38.47500322424056
1953,10,Stanislaus National Forest,C-4,3 - Smoking,13.596116065979006,Tuolumne County,-120.32349100339377,38.15626799926589
1953,7,Madera - Mariposa CAL FIRE,BULLIS,14 - Unknown / Unidentified,2590.893310546875,Mariposa County,-120.19009414614622,37.63167922004926
1953,7,Angeles National Forest,MADDOCK,14 - Unknown / Unidentified,557.9131469726561,Los Angeles County,-117.95878231460978,34.16548399314214
1953,12,Stanislaus National Forest,SAN DOMINGO ,3 - Smoking,14.362180709838867,Calaveras County,-120.40505004187824,38.18012440709267
1953,2,Stanislaus National Forest,GRANITE CREEK ,5 - Debris,99.4491195678711,Tuolumne County,-119.96510110054555,37.92560394072237
1953,8,Stanislaus National Forest,TUOLUMNE ,1 - Lightning,252.85482788085938,Tuolumne County,-119.89584383240349,37.901768082013454
1953,10,Santa Clara CAL FIRE,BEAUREGARD,14 - Unknown / Unidentified,1548.3292236328125,Santa Clara County,-121.43824201374213,37.36335684014692
1953,8,Stanislaus National Forest,NORTH MT. RIDGE,1 - Lightning,7.3264708518981925,Tuolumne County,-119.91409956989928,37.8977218025089
1953,6,Madera - Mariposa CAL FIRE,BAXTER,14 - Unknown / Unidentified,2418.513916015625,Merced County,-120.17007958413441,37.2389696242865
1953,9,Tehama - Glenn CAL FIRE,BALL,14 - Unknown / Unidentified,433.4406127929688,Glenn County,-122.50495363929994,39.71394587731604
1953,8,Sonoma - Lake - Napa CAL FIRE,B. HICKEY,14 - Unknown / Unidentified,671.4080810546875,Napa County,-122.23971632458245,38.337202000702185
1953,6,Angeles National Forest,PINYON,14 - Unknown / Unidentified,975.4569091796876,Los Angeles County,-117.81483447209986,34.421735861835785
1953,7,Angeles National Forest,SULPHUR,14 - Unknown / Unidentified,31708.982421875,Los Angeles County,-117.98094815338185,34.40803030071937
1953,8,Angeles National Forest,SHAKE,14 - Unknown / Unidentified,556.6123046875,Los Angeles County,-118.52376502166209,34.68641721949071
1953,12,Angeles National Forest,BARRETT,14 - Unknown / Unidentified,6867.8701171875,San Bernardino County,-117.66871848632114,34.18845970747316
1953,8,Angeles National Forest,?HOG?,14 - Unknown / Unidentified,127.5747299194336,Los Angeles County,-118.67726437111719,34.60551022408033
